time,sys_time,session_id,pos_x,pos_y,vel_x,vel_y,fcmd_x,fcmd_y,fs_x,fs_y
0.041544,1763294892.474001,1763294886,0.000484,0.000261,0.003644,0.000512,0.000000,0.000000,0.000000,0.000000
0.061532,1763294892.493966,1763294886,0.000484,0.000269,0.002952,0.000140,0.000000,0.000000,0.000000,0.000000
0.081523,1763294892.513955,1763294886,0.000481,0.000295,-0.000925,0.000967,0.000000,0.000000,0.000000,0.000000
0.101563,1763294892.534017,1763294886,0.000477,0.000299,-0.000946,0.000000,0.000000,0.000000,0.000000,0.000000
0.121550,1763294892.553992,1763294886,0.000481,0.000299,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.141566,1763294892.574013,1763294886,0.000481,0.000299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.161581,1763294892.594035,1763294886,0.000481,0.000303,0.000000,0.000500,0.000000,0.000000,0.000000,0.000000
0.181598,1763294892.614059,1763294886,0.000481,0.000310,0.000000,0.000021,0.000000,0.000000,0.000000,0.000000
0.201598,1763294892.634057,1763294886,0.000481,0.000307,0.000000,-0.000872,0.000000,0.000000,0.000000,-0.344366
0.221569,1763294892.654018,1763294886,0.000481,0.000307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.241572,1763294892.674019,1763294886,0.000481,0.000307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.261574,1763294892.694017,1763294886,0.000481,0.000310,0.000000,0.000000,0.000000,0.000000,-0.688732,0.000000
0.281568,1763294892.714002,1763294886,0.000481,0.000310,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.301578,1763294892.734013,1763294886,0.000481,0.000310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.321573,1763294892.754007,1763294886,0.000481,0.000310,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.341566,1763294892.773995,1763294886,0.000481,0.000310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.361604,1763294892.794049,1763294886,0.000484,0.000310,0.000074,0.000000,0.000000,0.000000,0.000000,0.000000
0.381616,1763294892.814065,1763294886,0.000481,0.000310,-0.000935,0.000000,0.000000,0.000000,0.000000,-0.344366
0.401618,1763294892.834062,1763294886,0.000481,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.421652,1763294892.854116,1763294886,0.000484,0.000310,0.000946,-0.000945,0.000000,0.000000,0.000000,0.344366
0.441660,1763294892.874130,1763294886,0.000484,0.000310,0.000000,-0.000945,0.000000,0.000000,0.000000,0.000000
0.461738,1763294892.894252,1763294886,0.000484,0.000310,-0.000140,-0.000942,0.000000,0.000000,0.000000,0.000000
0.481662,1763294892.914119,1763294886,0.000481,0.000314,-0.000495,0.000000,0.000000,0.000000,0.000000,0.000000
0.501640,1763294892.934099,1763294886,0.000484,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.521732,1763294892.954231,1763294886,0.000484,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.541706,1763294892.974174,1763294886,0.000481,0.000314,-0.000943,0.000000,0.000000,0.000000,0.000000,0.000000
0.561750,1763294892.994235,1763294886,0.000481,0.000314,-0.000945,0.000000,0.000000,0.000000,0.000000,0.000000
0.581722,1763294893.014189,1763294886,0.000484,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.601720,1763294893.034183,1763294886,0.000484,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.621726,1763294893.054190,1763294886,0.000484,0.000314,0.000033,0.000000,0.000000,0.000000,0.000000,0.000000
0.641735,1763294893.074208,1763294886,0.000481,0.000314,-0.000946,0.000000,0.000000,0.000000,0.000000,0.000000
0.661731,1763294893.094192,1763294886,0.000484,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.681760,1763294893.114249,1763294886,0.000484,0.000314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.701786,1763294893.134273,1763294886,0.000484,0.000318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.721792,1763294893.154279,1763294886,0.000484,0.000318,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.741786,1763294893.174265,1763294886,0.000484,0.000318,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.761867,1763294893.194380,1763294886,0.000484,0.000318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.781836,1763294893.214323,1763294886,0.000484,0.000322,-0.000446,0.000011,0.000000,0.000000,0.000000,-0.344366
0.801822,1763294893.234293,1763294886,0.000484,0.000344,0.000000,0.001200,0.000000,0.000000,0.000000,0.000000
0.821858,1763294893.254342,1763294886,0.000484,0.000382,0.000000,0.001946,0.000000,0.000000,0.000000,-0.344366
