Time (s), Position_1, Position_2, Velocity_1, Velocity_2, Force_1, Force_2
Time (s), Position_1, Position_2, Velocity_1, Velocity_2, Force_1, Force_2
0.161478, -0.187875, 0.000768, 0.000000, 0.000000, 0.344366, 0.000000
0.163491, -0.187875, 0.000768, 0.000000, 0.000000, 0.344366, 0.000000
0.165491, -0.187875, 0.000768, 0.000000, 0.000000, 0.000000, 0.000000
0.167492, -0.187875, 0.000768, 0.000000, 0.000000, 0.344366, 0.000000
0.169494, -0.187875, 0.000768, 0.000000, 0.000000, 0.344366, 0.000000
0.171493, -0.187875, 0.000768, 0.000000, 0.000000, 0.344366, 0.000000
0.173493, -0.187875, 0.000768, 0.000000, 0.000000, 0.344366, 0.000000
0.175494, -0.187875, 0.000768, 0.000000, 0.000000, 0.344366, 0.000000
0.177495, -0.187875, 0.000768, 0.000000, 0.000000, 0.000000, 0.000000
0.179495, -0.187894, 0.000768, -0.006337, 0.000000, -17.907025, -18.251391
0.181496, -0.187988, 0.000723, -0.032090, -0.011171, -18.595757, -18.940123
0.183496, -0.188268, 0.000647, -0.089099, -0.027467, -18.251391, -19.628854
0.185497, -0.188397, 0.000598, -0.106782, -0.031972, -18.251391, -19.973220
0.187497, -0.188901, 0.000594, -0.159925, -0.016504, -19.628854, -19.628854
0.189497, -0.189063, 0.000602, -0.164386, -0.000506, -21.695050, -19.973220
0.191497, -0.189192, 0.000590, -0.108213, -0.000781, -21.350684, -19.628854
0.193498, -0.189131, 0.000549, 0.009301, -0.011439, -19.628854, -20.317586
0.195498, -0.189147, 0.000503, 0.008625, -0.021047, -19.284488, -21.350684
0.197499, -0.189249, 0.000469, -0.032130, -0.019722, -18.940123, -20.661952
0.199499, -0.189438, 0.000443, -0.076869, -0.015356, -20.317586, -20.317586
0.201500, -0.189676, 0.000416, -0.082393, -0.013282, -20.661952, -20.317586
0.203500, -0.189782, 0.000390, -0.059757, -0.013747, -19.628854, -20.661952
0.205501, -0.189843, 0.000352, -0.057455, -0.015813, -18.940123, -19.973220
0.207502, -0.190010, 0.000314, -0.073043, -0.018478, -19.284488, -20.317586
0.209502, -0.190229, 0.000276, -0.098110, -0.019344, -19.973220, -19.973220
0.211503, -0.190551, 0.000238, -0.107994, -0.019045, -20.317586, -19.973220
0.213504, -0.190638, 0.000204, -0.101274, -0.017573, -19.628854, -20.317586
0.215505, -0.190804, 0.000167, -0.087137, -0.017548, -19.973220, -20.317586
0.217505, -0.191054, 0.000132, -0.083522, -0.017948, -19.628854, -19.973220
0.219506, -0.191145, 0.000098, -0.086163, -0.017297, -19.628854, -20.317586
