time,sys_time,session_id,mode,trial,preload,threshold,window_s,fx_min_window
8.787242,1763297698.155432,1763297660,1,0,0,3.000000,0.200000,1.721829
17.289107,1763297706.656552,1763297660,1,1,0,3.000000,0.200000,0.000000
25.768563,1763297715.135149,1763297660,1,2,0,3.000000,0.200000,-0.344366
34.256840,1763297723.624355,1763297660,1,3,0,3.000000,0.200000,1.377463
42.751157,1763297732.118851,1763297660,1,4,0,3.000000,0.200000,-5.165488
51.225331,1763297740.592812,1763297660,1,5,0,3.000000,0.200000,-0.344366
59.679474,1763297749.046982,1763297660,1,6,0,3.000000,0.200000,-1.377463
68.147609,1763297757.514296,1763297660,1,7,0,3.000000,0.200000,-4.476756
76.608077,1763297765.975610,1763297660,1,8,0,3.000000,0.200000,-3.099293
85.054049,1763297774.421488,1763297660,1,9,0,3.000000,0.200000,-3.099293
93.512168,1763297782.879641,1763297660,1,10,0,3.000000,0.200000,-0.688732
101.978973,1763297791.346450,1763297660,1,11,0,3.000000,0.200000,-1.033098
110.446758,1763297799.814205,1763297660,1,12,0,3.000000,0.200000,-1.033098
118.913605,1763297808.281096,1763297660,1,13,0,3.000000,0.200000,-4.476756
127.359695,1763297816.728502,1763297660,1,14,0,3.000000,0.200000,-1.033098
135.828542,1763297825.195776,1763297660,1,15,0,3.000000,0.200000,-1.033098
14.978568,1763297854.384637,1763297660,1,0,0,3.000000,0.200000,1.721829
23.446781,1763297862.852833,1763297660,1,1,0,3.000000,0.200000,1.721829
31.945317,1763297871.351526,1763297660,1,2,0,3.000000,0.200000,0.000000
40.397719,1763297879.803626,1763297660,1,3,0,3.000000,0.200000,-15.840830
48.882219,1763297888.288525,1763297660,1,4,0,3.000000,0.200000,-6.198586
57.382000,1763297896.788239,1763297660,1,5,0,3.000000,0.200000,-1.377463
65.845863,1763297905.251801,1763297660,1,6,0,3.000000,0.200000,-1.033098
74.361109,1763297913.767430,1763297660,1,7,0,3.000000,0.200000,-4.132390
82.868038,1763297922.273882,1763297660,1,8,0,3.000000,0.200000,-4.132390
