time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,threshold,window_s
8.589118,1763297698.153738,1763297660,1,0,2.410561,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.591123,1763297698.153738,1763297660,1,0,2.066195,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.593121,1763297698.153738,1763297660,1,0,2.754927,3.788025,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.595125,1763297698.153738,1763297660,1,0,2.410561,2.754927,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.597121,1763297698.153738,1763297660,1,0,2.754927,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.599126,1763297698.153738,1763297660,1,0,3.099293,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.601124,1763297698.153738,1763297660,1,0,2.410561,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.603129,1763297698.153738,1763297660,1,0,2.410561,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.605131,1763297698.153738,1763297660,1,0,2.410561,3.788025,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.607127,1763297698.153738,1763297660,1,0,2.410561,3.788025,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.609115,1763297698.153738,1763297660,1,0,2.066195,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.611118,1763297698.153738,1763297660,1,0,2.410561,2.754927,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.613119,1763297698.153738,1763297660,1,0,3.099293,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.615119,1763297698.153738,1763297660,1,0,1.721829,2.754927,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.617119,1763297698.153738,1763297660,1,0,1.721829,2.754927,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.619134,1763297698.153738,1763297660,1,0,3.099293,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.621137,1763297698.153738,1763297660,1,0,3.099293,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.623138,1763297698.153738,1763297660,1,0,2.754927,3.443659,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.625049,1763297698.153738,1763297660,1,0,2.410561,2.754927,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.627133,1763297698.153738,1763297660,1,0,2.410561,3.788025,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
8.629135,1763297698.153738,1763297660,1,0,2.754927,2.754927,0.448752,0.000269,0.000000,0.000000,3.000000,0.200000
