time,sys_time,session_id,pos_x,pos_y,vel_x,vel_y,internal_fx,internal_fy,user_fx,user_fy,prob_left,score_mode,target_succ,max_trials,effort
8.582800,1765328172.742665,1765328154,0.319417,0.000246,0.000000,0.000000,0.000000,50.000000,0.000000,2.066195,0.500000,1,10,10,0.000000
8.584793,1765328172.744592,1765328154,0.319417,0.000246,0.000000,0.000000,0.000000,50.000000,0.688732,1.377463,0.500000,1,10,10,0.000000
8.586799,1765328172.746602,1765328154,0.319417,0.000246,0.000000,0.000000,0.000000,50.000000,0.000000,2.066195,0.500000,1,10,10,0.000000
8.588796,1765328172.748595,1765328154,0.319417,0.000284,0.000000,0.014665,0.000000,50.000000,0.000000,46.833758,0.500000,1,10,10,0.000000
8.590793,1765328172.750586,1765328154,0.319417,0.000484,0.000000,0.064281,0.000000,50.000000,0.000000,49.933050,0.500000,1,10,10,0.000000
8.592790,1765328172.752582,1765328154,0.319413,0.000659,-0.000806,0.064100,0.000000,50.000000,0.000000,50.621782,0.500000,1,10,10,0.000000
8.594802,1765328172.754599,1765328154,0.319413,0.000647,-0.000935,0.034775,0.000000,50.000000,0.000000,49.933050,0.500000,1,10,10,0.000000
8.596803,1765328172.756604,1765328154,0.319413,0.000628,-0.000946,-0.002575,0.000000,50.000000,0.000000,56.820368,0.500000,1,10,10,0.000000
8.598800,1765328172.758608,1765328154,0.319413,0.000715,-0.000011,0.023028,0.000000,50.000000,0.000000,50.966148,0.500000,1,10,10,0.000000
8.600796,1765328172.760598,1765328154,0.319417,0.000871,0.000940,0.063721,0.000000,50.000000,0.000000,50.277416,0.500000,1,10,10,0.000000
8.602797,1765328172.762599,1765328154,0.319417,0.000973,0.000946,0.061104,0.000000,50.000000,0.000000,49.588685,0.500000,1,10,10,0.000000
8.604795,1765328172.764593,1765328154,0.319417,0.001041,0.000074,0.040977,0.000000,50.000000,0.000000,53.032343,0.500000,1,10,10,0.000000
8.606799,1765328172.766592,1765328154,0.319413,0.001151,-0.000946,0.047230,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,0.000000
8.608804,1765328172.768601,1765328154,0.319413,0.001325,-0.000074,0.073352,0.000000,50.000000,0.000000,49.588685,0.500000,1,10,10,0.000000
8.610788,1765328172.770575,1765328154,0.319413,0.001476,-0.000006,0.080311,0.000000,50.000000,0.000000,50.277416,0.500000,1,10,10,0.000000
8.612800,1765328172.772595,1765328154,0.319413,0.001578,0.000000,0.062217,0.000000,50.000000,0.000000,49.588685,0.500000,1,10,10,0.000000
8.614800,1765328172.774594,1765328154,0.319417,0.001703,0.000935,0.058985,0.000000,50.000000,0.000000,56.131636,0.500000,1,10,10,0.000000
8.616799,1765328172.776593,1765328154,0.319413,0.001889,-0.000666,0.080055,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,0.000000
8.618787,1765328172.778573,1765328154,0.319413,0.002078,-0.000945,0.093253,0.000000,50.000000,0.000000,58.197831,0.500000,1,10,10,0.000000
8.620799,1765328172.780593,1765328154,0.319413,0.002241,-0.000946,0.086539,0.000000,50.000000,0.000000,57.509099,0.500000,1,10,10,0.000000
8.622799,1765328172.782593,1765328154,0.319413,0.002404,-0.000011,0.081498,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,0.000000
8.624799,1765328172.784593,1765328154,0.319413,0.002597,0.000000,0.090700,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,0.000000
8.626801,1765328172.786595,1765328154,0.319413,0.002812,0.000000,0.102876,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,3.281722
8.628804,1765328172.788601,1765328154,0.319413,0.003020,0.000000,0.105511,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,3.579665
8.630807,1765328172.790608,1765328154,0.319413,0.003221,0.000000,0.101887,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,3.867373
8.632820,1765328172.792624,1765328154,0.319413,0.003429,0.000000,0.103053,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,4.158374
8.634815,1765328172.794623,1765328154,0.319413,0.003656,0.000000,0.109376,0.000000,50.000000,-0.688732,56.820368,0.500000,1,10,10,4.469137
8.636819,1765328172.796629,1765328154,0.319413,0.003887,0.000000,0.115026,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,4.793948
