time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,prob_left,preload_flag
10.871782,1765099436.086017,1765099402,1,1,-2.410561,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.873783,1765099436.086017,1765099402,1,1,-2.410561,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.875784,1765099436.086017,1765099402,1,1,-3.099293,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.877785,1765099436.086017,1765099402,1,1,-2.410561,-5.509854,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.879785,1765099436.086017,1765099402,1,1,-3.443659,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.881786,1765099436.086017,1765099402,1,1,-2.410561,-5.509854,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.883787,1765099436.086017,1765099402,1,1,-2.410561,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.885787,1765099436.086017,1765099402,1,1,-3.099293,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.887788,1765099436.086017,1765099402,1,1,-3.099293,-5.509854,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.889801,1765099436.086017,1765099402,1,1,-3.788025,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.891790,1765099436.086017,1765099402,1,1,-3.443659,-6.198586,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.893790,1765099436.086017,1765099402,1,1,-3.099293,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.895810,1765099436.086017,1765099402,1,1,-2.410561,-5.509854,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.897792,1765099436.086017,1765099402,1,1,-3.099293,-5.509854,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.899792,1765099436.086017,1765099402,1,1,-2.410561,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.901794,1765099436.086017,1765099402,1,1,-3.099293,-6.198586,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.903793,1765099436.086017,1765099402,1,1,-2.410561,-5.509854,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.905795,1765099436.086017,1765099402,1,1,-3.443659,-6.198586,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.907795,1765099436.086017,1765099402,1,1,-2.754927,-6.198586,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.909808,1765099436.086017,1765099402,1,1,-2.410561,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.911799,1765099436.086017,1765099402,1,1,-3.099293,-5.509854,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.913747,1765099436.086017,1765099402,1,1,-3.099293,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.915835,1765099436.086017,1765099402,1,1,-3.443659,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.917853,1765099436.086017,1765099402,1,1,-2.410561,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.919854,1765099436.086017,1765099402,1,1,-2.410561,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
10.921944,1765099436.086017,1765099402,1,1,-2.410561,-5.854220,0.323259,0.056193,0.000000,0.000000,0.500000,0
