time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,prob_left,preload_flag
26.216047,1765097149.029257,1765097098,1,1,-1.721829,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.218072,1765097149.029257,1765097098,1,1,-1.721829,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.220188,1765097149.029257,1765097098,1,1,-1.721829,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.222064,1765097149.029257,1765097098,1,1,-1.721829,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.224066,1765097149.029257,1765097098,1,1,-1.033098,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.226069,1765097149.029257,1765097098,1,1,-1.721829,-1.377463,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.228080,1765097149.029257,1765097098,1,1,-1.721829,-1.377463,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.230099,1765097149.029257,1765097098,1,1,-1.721829,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.232099,1765097149.029257,1765097098,1,1,-1.721829,-2.066195,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.234125,1765097149.029257,1765097098,1,1,-2.410561,-1.033098,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.236125,1765097149.029257,1765097098,1,1,-1.721829,-1.033098,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.238128,1765097149.029257,1765097098,1,1,-1.721829,-1.033098,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.240128,1765097149.029257,1765097098,1,1,-1.721829,-1.377463,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.242105,1765097149.029257,1765097098,1,1,-2.410561,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.244137,1765097149.029257,1765097098,1,1,-1.721829,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.246016,1765097149.029257,1765097098,1,1,-1.721829,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.248109,1765097149.029257,1765097098,1,1,-1.721829,-1.033098,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.250110,1765097149.029257,1765097098,1,1,-1.721829,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.252112,1765097149.029257,1765097098,1,1,-1.721829,-1.033098,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.254113,1765097149.029257,1765097098,1,1,-1.721829,-1.377463,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.256097,1765097149.029257,1765097098,1,1,-1.033098,-1.721829,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.258097,1765097149.029257,1765097098,1,1,-1.721829,-1.033098,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.260100,1765097149.029257,1765097098,1,1,-1.721829,-1.033098,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.262100,1765097149.029257,1765097098,1,1,-2.066195,-1.377463,0.321956,0.103574,0.000000,0.000000,0.500000,0
26.264029,1765097149.029257,1765097098,1,1,-1.721829,-1.033098,0.321956,0.103574,0.000000,0.000000,0.500000,0
