time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,prob_left,preload_flag
106.882715,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.884716,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.886742,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.888718,1765348611.938733,1765348491,1,1,3.788025,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.890720,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.892696,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.894704,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.896703,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.898704,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.900704,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.902706,1765348611.938733,1765348491,1,1,4.132390,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.904706,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.906709,1765348611.938733,1765348491,1,1,3.788025,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.908708,1765348611.938733,1765348491,1,1,4.132390,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.910709,1765348611.938733,1765348491,1,1,3.443659,0.688732,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.912718,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000984,0.000000,-0.000806,0.500000,0
106.914699,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000984,0.000000,-0.000945,0.500000,0
106.916700,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000306,0.500000,0
106.918701,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000942,0.500000,0
106.920713,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000500,0.500000,0
106.922713,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.924714,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000984,0.000000,-0.000806,0.500000,0
106.926715,1765348611.938733,1765348491,1,1,3.099293,1.377463,0.316150,0.000984,0.000000,-0.000945,0.500000,0
106.928717,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000800,0.500000,0
106.930716,1765348611.938733,1765348491,1,1,4.132390,1.377463,0.316150,0.000988,0.000000,0.000945,0.500000,0
106.932706,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.934707,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.936719,1765348611.938733,1765348491,1,1,4.132390,1.377463,0.316150,0.000984,0.000000,-0.000907,0.500000,0
106.938743,1765348611.938733,1765348491,1,1,4.132390,0.688732,0.316150,0.000984,0.000000,-0.000946,0.500000,0
106.940709,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000886,0.500000,0
106.942721,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000140,0.500000,0
106.944721,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000021,0.500000,0
106.946723,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.948723,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000984,0.000000,-0.000872,0.500000,0
106.950724,1765348611.938733,1765348491,1,1,3.788025,0.000000,0.316150,0.000984,0.000000,-0.000946,0.500000,0
106.952724,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000852,0.500000,0
106.954725,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000946,0.500000,0
106.956726,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000021,0.500000,0
106.958726,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.960727,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000984,0.000000,-0.000907,0.500000,0
106.962728,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,-0.000265,0.500000,0
106.964768,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000939,0.500000,0
106.966730,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000946,0.500000,0
106.968731,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000021,0.500000,0
106.970732,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.972732,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000984,0.000000,-0.000806,0.500000,0
106.974748,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000984,0.000000,-0.000945,0.500000,0
106.976734,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000795,0.500000,0
106.978734,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000945,0.500000,0
106.980751,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000011,0.500000,0
106.982737,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.984737,1765348611.938733,1765348491,1,1,3.099293,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.986738,1765348611.938733,1765348491,1,1,3.788025,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.988761,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.990737,1765348611.938733,1765348491,1,1,4.132390,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.992730,1765348611.938733,1765348491,1,1,4.132390,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.994731,1765348611.938733,1765348491,1,1,3.443659,0.000000,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.996731,1765348611.938733,1765348491,1,1,3.788025,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
106.998732,1765348611.938733,1765348491,1,1,3.443659,1.377463,0.316150,0.000988,0.000000,0.000000,0.500000,0
