time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,threshold,window_s
16.362118,1763295331.909860,1763295298,1,0,0.000000,2.066195,0.449725,0.000897,0.000925,0.000021,3.000000,0.200000
16.364118,1763295331.909860,1763295298,1,0,0.688732,2.066195,0.449725,0.000897,0.000140,0.000000,3.000000,0.200000
16.366119,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000901,0.000000,0.000935,3.000000,0.200000
16.368146,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000901,0.000000,0.000946,3.000000,0.200000
16.370122,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000901,0.000000,0.000011,3.000000,0.200000
16.372122,1763295331.909860,1763295298,1,0,0.000000,2.066195,0.449725,0.000901,0.000000,0.000446,3.000000,0.200000
16.374123,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000905,0.000000,0.000943,3.000000,0.200000
16.376124,1763295331.909860,1763295298,1,0,0.688732,1.377463,0.449725,0.000905,0.000000,0.000500,3.000000,0.200000
16.378145,1763295331.909860,1763295298,1,0,0.688732,2.066195,0.449725,0.000908,0.000000,0.000806,3.000000,0.200000
16.380126,1763295331.909860,1763295298,1,0,0.688732,2.066195,0.449725,0.000908,0.000000,0.000935,3.000000,0.200000
16.382127,1763295331.909860,1763295298,1,0,0.344366,2.410561,0.449725,0.000908,0.000000,0.000946,3.000000,0.200000
16.384129,1763295331.909860,1763295298,1,0,0.688732,1.377463,0.449725,0.000908,0.000000,0.000011,3.000000,0.200000
16.386128,1763295331.909860,1763295298,1,0,0.000000,2.066195,0.449725,0.000912,0.000000,0.000806,3.000000,0.200000
16.388169,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000912,0.000000,0.000935,3.000000,0.200000
16.390146,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000912,-0.000682,0.000946,3.000000,0.200000
16.392147,1763295331.909860,1763295298,1,0,0.344366,2.410561,0.449725,0.000912,-0.000011,0.000457,3.000000,0.200000
16.394147,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000916,0.000925,0.000943,3.000000,0.200000
16.396149,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000916,0.000138,0.000500,3.000000,0.200000
16.398178,1763295331.909860,1763295298,1,0,0.688732,2.066195,0.449725,0.000920,0.000001,0.000938,3.000000,0.200000
16.400151,1763295331.909860,1763295298,1,0,0.688732,2.066195,0.449725,0.000920,0.000000,0.000946,3.000000,0.200000
16.402154,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000920,0.000000,0.000457,3.000000,0.200000
16.404154,1763295331.909860,1763295298,1,0,0.688732,1.377463,0.449725,0.000924,0.000000,0.000946,3.000000,0.200000
16.406154,1763295331.909860,1763295298,1,0,0.344366,2.410561,0.449725,0.000924,0.000000,0.000500,3.000000,0.200000
16.408181,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000927,0.000000,0.000943,3.000000,0.200000
16.410157,1763295331.909860,1763295298,1,0,0.688732,2.066195,0.449725,0.000931,0.000000,0.001819,3.000000,0.200000
16.412157,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000931,0.000000,0.000952,3.000000,0.200000
16.414159,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000935,0.000000,0.001397,3.000000,0.200000
16.416159,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000939,0.000000,0.001854,3.000000,0.200000
16.418191,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000939,0.000000,0.001633,3.000000,0.200000
16.420161,1763295331.909860,1763295298,1,0,0.344366,2.066195,0.449725,0.000942,0.000000,0.000984,3.000000,0.200000
16.422148,1763295331.909860,1763295298,1,0,0.000000,2.066195,0.449725,0.000946,0.000000,0.000966,3.000000,0.200000
16.424148,1763295331.909860,1763295298,1,0,0.688732,1.377463,0.449725,0.000950,0.000000,0.001754,3.000000,0.200000
16.426150,1763295331.909860,1763295298,1,0,0.688732,2.066195,0.449725,0.000954,0.000000,0.001763,3.000000,0.200000
16.428150,1763295331.909860,1763295298,1,0,0.000000,2.066195,0.449725,0.000954,0.000000,0.001767,3.000000,0.200000
16.430174,1763295331.909860,1763295298,1,0,0.344366,2.410561,0.449725,0.000961,0.000000,0.001892,3.000000,0.200000
16.432153,1763295331.909860,1763295298,1,0,0.688732,2.066195,0.449725,0.000965,0.000000,0.002083,3.000000,0.200000
