time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,prob_left,preload_flag
8.382762,1765328172.740756,1765328154,1,1,0.344366,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.384759,1765328172.740756,1765328154,1,1,0.000000,0.688732,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.386768,1765328172.740756,1765328154,1,1,0.688732,2.754927,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.388790,1765328172.740756,1765328154,1,1,0.688732,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.390790,1765328172.740756,1765328154,1,1,0.688732,0.688732,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.392787,1765328172.740756,1765328154,1,1,0.688732,2.066195,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.394786,1765328172.740756,1765328154,1,1,0.688732,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.396774,1765328172.740756,1765328154,1,1,0.688732,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.398795,1765328172.740756,1765328154,1,1,0.000000,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.400786,1765328172.740756,1765328154,1,1,0.000000,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.402793,1765328172.740756,1765328154,1,1,0.000000,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.404783,1765328172.740756,1765328154,1,1,0.000000,2.066195,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.406791,1765328172.740756,1765328154,1,1,0.000000,2.066195,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.408777,1765328172.740756,1765328154,1,1,0.688732,2.066195,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.410774,1765328172.740756,1765328154,1,1,0.000000,2.066195,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.412777,1765328172.740756,1765328154,1,1,0.000000,0.688732,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.414790,1765328172.740756,1765328154,1,1,0.000000,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.416779,1765328172.740756,1765328154,1,1,0.688732,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.418769,1765328172.740756,1765328154,1,1,0.688732,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.420768,1765328172.740756,1765328154,1,1,0.000000,2.066195,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.422790,1765328172.740756,1765328154,1,1,0.688732,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.424783,1765328172.740756,1765328154,1,1,0.000000,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.426773,1765328172.740756,1765328154,1,1,0.344366,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
8.428789,1765328172.740756,1765328154,1,1,0.000000,1.377463,0.319417,0.000246,0.000000,0.000000,0.500000,0
