time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,prob_left,preload_flag
13.996675,1763962901.467905,1763962869,1,1,2.066195,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
13.998675,1763962901.467905,1763962869,1,1,2.066195,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.000676,1763962901.467905,1763962869,1,1,2.066195,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.002677,1763962901.467905,1763962869,1,1,2.066195,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.004683,1763962901.467905,1763962869,1,1,2.066195,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.006679,1763962901.467905,1763962869,1,1,2.066195,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.008681,1763962901.467905,1763962869,1,1,1.377463,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.010681,1763962901.467905,1763962869,1,1,2.066195,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.012682,1763962901.467905,1763962869,1,1,1.377463,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.014668,1763962901.467905,1763962869,1,1,2.066195,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.016691,1763962901.467905,1763962869,1,1,2.066195,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.018669,1763962901.467905,1763962869,1,1,1.377463,2.066195,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.020670,1763962901.467905,1763962869,1,1,1.377463,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.022670,1763962901.467905,1763962869,1,1,1.377463,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.024739,1763962901.467905,1763962869,1,1,1.377463,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.026673,1763962901.467905,1763962869,1,1,1.377463,2.066195,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.028673,1763962901.467905,1763962869,1,1,1.377463,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.030674,1763962901.467905,1763962869,1,1,1.377463,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.032674,1763962901.467905,1763962869,1,1,1.377463,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.034664,1763962901.467905,1763962869,1,1,1.377463,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.036676,1763962901.467905,1763962869,1,1,1.377463,2.066195,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.038704,1763962901.467905,1763962869,1,1,2.066195,2.066195,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.040710,1763962901.467905,1763962869,1,1,2.066195,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.042764,1763962901.467905,1763962869,1,1,2.066195,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.044782,1763962901.467905,1763962869,1,1,1.377463,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.046668,1763962901.467905,1763962869,1,1,1.377463,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.048689,1763962901.467905,1763962869,1,1,1.377463,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.050592,1763962901.467905,1763962869,1,1,2.066195,1.377463,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.052592,1763962901.467905,1763962869,1,1,2.066195,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
14.054592,1763962901.467905,1763962869,1,1,2.066195,1.033098,0.447825,0.000269,0.000000,0.000000,0.500000,0
