time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,threshold,window_s
21.305956,1763294929.603519,1763294886,1,0,2.410561,2.066195,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.307976,1763294929.603519,1763294886,1,0,2.410561,2.410561,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.309957,1763294929.603519,1763294886,1,0,3.099293,2.066195,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.311958,1763294929.603519,1763294886,1,0,2.754927,2.754927,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.313959,1763294929.603519,1763294886,1,0,2.066195,2.754927,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.315960,1763294929.603519,1763294886,1,0,2.754927,2.410561,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.317983,1763294929.603519,1763294886,1,0,3.099293,2.410561,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.319962,1763294929.603519,1763294886,1,0,2.410561,2.066195,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.321963,1763294929.603519,1763294886,1,0,3.099293,2.754927,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.323964,1763294929.603519,1763294886,1,0,3.099293,2.066195,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.325964,1763294929.603519,1763294886,1,0,2.754927,2.066195,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.327986,1763294929.603519,1763294886,1,0,2.754927,2.754927,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.329965,1763294929.603519,1763294886,1,0,3.099293,2.410561,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.331966,1763294929.603519,1763294886,1,0,2.410561,2.066195,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.333967,1763294929.603519,1763294886,1,0,3.788025,2.066195,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.335969,1763294929.603519,1763294886,1,0,3.099293,2.066195,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.337994,1763294929.603519,1763294886,1,0,2.754927,2.410561,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.339970,1763294929.603519,1763294886,1,0,2.066195,2.754927,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.341970,1763294929.603519,1763294886,1,0,3.099293,2.410561,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
21.343971,1763294929.603519,1763294886,1,0,3.099293,2.754927,0.448479,0.000651,0.000000,0.000000,3.000000,0.200000
