time,sys_time,session_id,mode,trial,fx,fy,pos_x,pos_y,vel_x,vel_y,prob_left,preload_flag
31.448031,1765347772.742124,1765347729,1,1,-3.099293,1.721829,0.323376,0.000182,-0.000140,0.000000,0.500000,0
31.450033,1765347772.742124,1765347729,1,1,-3.443659,2.066195,0.323376,0.000182,0.000225,0.000000,0.500000,0
31.452034,1765347772.742124,1765347729,1,1,-3.443659,1.721829,0.323372,0.000182,-0.000805,0.000000,0.500000,0
31.454035,1765347772.742124,1765347729,1,1,-2.410561,1.721829,0.323372,0.000182,-0.000021,0.000000,0.500000,0
31.456035,1765347772.742124,1765347729,1,1,-3.443659,2.066195,0.323372,0.000182,0.000000,0.000000,0.500000,0
31.458031,1765347772.742124,1765347729,1,1,-3.099293,2.066195,0.323372,0.000182,0.000000,0.000000,0.500000,0
31.460038,1765347772.742124,1765347729,1,1,-2.754927,2.066195,0.323372,0.000182,0.000000,0.000000,0.500000,0
31.462038,1765347772.742124,1765347729,1,1,-2.410561,1.377463,0.323376,0.000182,0.000940,0.000000,0.500000,0
31.464026,1765347772.742124,1765347729,1,1,-2.410561,2.066195,0.323372,0.000182,-0.000869,0.000000,0.500000,0
31.466027,1765347772.742124,1765347729,1,1,-2.410561,1.721829,0.323372,0.000182,-0.000500,0.000000,0.500000,0
31.468028,1765347772.742124,1765347729,1,1,-3.443659,1.721829,0.323372,0.000182,-0.000039,0.000000,0.500000,0
31.470029,1765347772.742124,1765347729,1,1,-3.443659,2.066195,0.323376,0.000182,0.000806,0.000000,0.500000,0
31.472045,1765347772.742124,1765347729,1,1,-2.410561,1.721829,0.323376,0.000182,0.000499,0.000000,0.500000,0
31.474031,1765347772.742124,1765347729,1,1,-2.754927,1.377463,0.323376,0.000182,-0.000028,0.000000,0.500000,0
31.476034,1765347772.742124,1765347729,1,1,-3.099293,2.066195,0.323376,0.000182,0.000907,0.000000,0.500000,0
31.478033,1765347772.742124,1765347729,1,1,-2.410561,1.377463,0.323376,0.000182,0.000497,0.000000,0.500000,0
31.480033,1765347772.742124,1765347729,1,1,-2.754927,1.377463,0.323376,0.000182,0.000003,0.000000,0.500000,0
31.482034,1765347772.742124,1765347729,1,1,-2.754927,1.721829,0.323376,0.000182,0.000000,0.000000,0.500000,0
31.484035,1765347772.742124,1765347729,1,1,-2.754927,1.721829,0.323376,0.000182,-0.000682,0.000000,0.500000,0
31.486021,1765347772.742124,1765347729,1,1,-2.410561,1.721829,0.323372,0.000182,-0.000945,0.000000,0.500000,0
31.488025,1765347772.742124,1765347729,1,1,-3.099293,1.377463,0.323372,0.000182,-0.000946,0.000000,0.500000,0
31.490022,1765347772.742124,1765347729,1,1,-3.099293,1.721829,0.323372,0.000182,-0.000021,0.000000,0.500000,0
31.492023,1765347772.742124,1765347729,1,1,-3.099293,1.721829,0.323376,0.000182,0.000907,0.000000,0.500000,0
31.494023,1765347772.742124,1765347729,1,1,-2.410561,1.721829,0.323376,0.000182,-0.000182,0.000000,0.500000,0
31.496024,1765347772.742124,1765347729,1,1,-3.099293,1.377463,0.323372,0.000182,-0.000942,0.000000,0.500000,0
31.498050,1765347772.742124,1765347729,1,1,-3.788025,1.721829,0.323372,0.000182,-0.000946,0.000000,0.500000,0
31.500025,1765347772.742124,1765347729,1,1,-2.410561,1.377463,0.323376,0.000182,0.000920,0.000000,0.500000,0
31.502026,1765347772.742124,1765347729,1,1,-2.410561,2.066195,0.323376,0.000182,0.000500,0.000000,0.500000,0
31.504026,1765347772.742124,1765347729,1,1,-3.099293,1.721829,0.323372,0.000182,-0.000946,0.000000,0.500000,0
31.506027,1765347772.742124,1765347729,1,1,-3.099293,1.721829,0.323372,0.000182,-0.000500,0.000000,0.500000,0
31.508029,1765347772.742124,1765347729,1,1,-2.754927,1.377463,0.323372,0.000182,-0.000003,0.000000,0.500000,0
31.510029,1765347772.742124,1765347729,1,1,-2.754927,2.066195,0.323372,0.000182,0.000000,0.000000,0.500000,0
31.512029,1765347772.742124,1765347729,1,1,-2.754927,1.377463,0.323376,0.000182,0.000944,0.000000,0.500000,0
