time,sys_time,session_id,pos_x,pos_y,vel_x,vel_y,fcmd_x,fcmd_y,fs_x,fs_y
0.041596,1763298060.187479,1763298053,0.000500,0.000185,0.004165,-0.000871,0.000000,0.000000,0.000000,0.000000
0.061562,1763298060.207420,1763298053,0.000500,0.000189,0.002115,0.000946,0.000000,0.000000,0.000000,0.000000
0.081564,1763298060.227423,1763298053,0.000500,0.000189,-0.000872,0.000000,0.000000,0.000000,0.000000,0.344366
0.101576,1763298060.247445,1763298053,0.000496,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.121598,1763298060.267470,1763298053,0.000496,0.000193,0.000000,0.000500,0.000000,0.000000,0.000000,0.000000
0.141600,1763298060.287477,1763298053,0.000500,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.161623,1763298060.307513,1763298053,0.000500,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.181750,1763298060.327680,1763298053,0.000496,0.000197,0.000000,-0.000806,0.000000,0.000000,0.000000,-0.344366
0.201738,1763298060.347658,1763298053,0.000496,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.221749,1763298060.367668,1763298053,0.000496,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.241821,1763298060.387752,1763298053,0.000496,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.261789,1763298060.407712,1763298053,0.000496,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.281717,1763298060.427595,1763298053,0.000496,0.000197,0.000000,0.000946,0.000000,0.000000,0.000000,0.344366
0.301713,1763298060.447579,1763298053,0.000500,0.000197,0.000000,0.000943,0.000000,0.000000,0.000000,-0.344366
0.321731,1763298060.467606,1763298053,0.000496,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.341710,1763298060.487570,1763298053,0.000496,0.000193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
