time,sys_time,session_id,pos_x,pos_y,vel_x,vel_y,internal_fx,internal_fy,user_fx,user_fy,prob_left,score_mode,target_succ,max_trials,effort
16.209191,1765106957.452607,1765106928,0.316237,0.000208,0.000000,0.000000,0.000000,50.000000,3.443659,1.721829,0.500000,1,10,10,0.000000
16.211188,1765106957.454513,1765106928,0.316237,0.000208,0.000000,0.000000,0.000000,50.000000,3.443659,1.721829,0.500000,1,10,10,0.000000
16.213239,1765106957.456596,1765106928,0.316237,0.000208,0.000000,0.000000,0.000000,50.000000,3.443659,1.377463,0.500000,1,10,10,0.000000
16.215240,1765106957.458598,1765106928,0.316237,0.000291,-0.000806,0.015573,0.000000,50.000000,0.000000,47.178124,0.500000,1,10,10,0.000000
16.217241,1765106957.460598,1765106928,0.316226,0.000500,-0.003199,0.065909,0.000000,50.000000,1.033098,48.899953,0.500000,1,10,10,0.000000
16.219356,1765106957.462863,1765106928,0.316203,0.000621,-0.005593,0.081210,0.000000,50.000000,0.000000,50.277416,0.500000,1,10,10,0.000000
16.221328,1765106957.464799,1765106928,0.316203,0.000602,-0.005665,0.026794,0.000000,50.000000,0.000000,49.244319,0.500000,1,10,10,0.000000
16.223332,1765106957.466795,1765106928,0.316196,0.000602,-0.005166,-0.002795,0.000000,50.000000,0.000000,55.098538,0.500000,1,10,10,0.000000
16.225188,1765106957.468495,1765106928,0.316188,0.000727,-0.004232,0.024259,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,0.000000
16.227176,1765106957.470475,1765106928,0.316177,0.000878,-0.003426,0.067929,0.000000,50.000000,0.000000,50.277416,0.500000,1,10,10,0.000000
16.229180,1765106957.472479,1765106928,0.316169,0.000992,-0.002913,0.049708,0.000000,50.000000,0.000000,49.588685,0.500000,1,10,10,0.000000
16.231176,1765106957.474474,1765106928,0.316169,0.001030,-0.002845,0.040445,0.000000,50.000000,0.000000,49.588685,0.500000,1,10,10,0.000000
16.233193,1765106957.476500,1765106928,0.316162,0.001162,-0.003303,0.047013,0.000000,50.000000,0.000000,56.131636,0.500000,1,10,10,0.000000
16.235192,1765106957.478500,1765106928,0.316154,0.001336,-0.002969,0.073510,0.000000,50.000000,0.000000,49.588685,0.500000,1,10,10,0.000000
16.237192,1765106957.480500,1765106928,0.316154,0.001336,-0.002969,0.073510,0.000000,50.000000,0.000000,49.588685,0.500000,1,10,10,0.000000
16.239195,1765106957.482509,1765106928,0.316146,0.001578,-0.001913,0.059604,0.000000,50.000000,0.000000,48.899953,0.500000,1,10,10,0.000000
16.241196,1765106957.484511,1765106928,0.316143,0.001805,-0.001466,0.068239,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,0.000000
16.243198,1765106957.486512,1765106928,0.316139,0.001896,-0.001859,0.077241,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,0.000000
16.245201,1765106957.488518,1765106928,0.316139,0.002082,-0.001639,0.090641,0.000000,50.000000,0.000000,57.509099,0.500000,1,10,10,0.000000
16.247203,1765106957.490523,1765106928,0.316131,0.002241,-0.001821,0.086675,0.000000,50.000000,-0.688732,56.820368,0.500000,1,10,10,0.000000
16.249205,1765106957.492525,1765106928,0.316127,0.002491,-0.001839,0.081509,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,0.000000
16.251207,1765106957.494529,1765106928,0.316127,0.002597,-0.001888,0.087427,0.000000,50.000000,0.000000,56.131636,0.500000,1,10,10,0.000000
16.253210,1765106957.496533,1765106928,0.316124,0.002812,-0.001887,0.101718,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,3.268648
16.255225,1765106957.498552,1765106928,0.316124,0.003020,-0.001634,0.106161,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,3.568460
16.257213,1765106957.500538,1765106928,0.316120,0.003214,-0.000947,0.101120,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,3.854014
16.259215,1765106957.502542,1765106928,0.316116,0.003422,-0.001137,0.100055,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,4.136568
16.261216,1765106957.504543,1765106928,0.316116,0.003656,-0.000947,0.108960,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,4.440508
16.263222,1765106957.506552,1765106928,0.316116,0.003899,-0.000880,0.118152,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,4.774154
16.265220,1765106957.508550,1765106928,0.316112,0.004133,-0.000946,0.119516,0.000000,50.000000,0.000000,56.131636,0.500000,1,10,10,5.109597
16.267223,1765106957.510556,1765106928,0.316109,0.004360,-0.000952,0.115638,0.000000,50.000000,0.000000,56.131636,0.500000,1,10,10,5.434155
16.269226,1765106957.512566,1765106928,0.316109,0.004735,-0.000946,0.121259,0.000000,50.000000,0.000000,56.131636,0.500000,1,10,10,5.774490
16.271227,1765106957.514564,1765106928,0.316109,0.004868,-0.000074,0.125683,0.000000,50.000000,0.000000,56.131636,0.500000,1,10,10,6.127229
16.273232,1765106957.516574,1765106928,0.316109,0.005133,-0.000000,0.131254,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,6.497864
16.275232,1765106957.518573,1765106928,0.316109,0.005390,0.000000,0.130167,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,6.860946
16.277233,1765106957.520575,1765106928,0.316109,0.005651,-0.000446,0.130087,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,7.223809
16.279239,1765106957.522584,1765106928,0.316105,0.006071,-0.000943,0.138224,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,7.609374
16.281253,1765106957.524600,1765106928,0.316105,0.006219,-0.000946,0.140780,0.000000,50.000000,0.000000,55.442904,0.500000,1,10,10,7.999646
16.283240,1765106957.526585,1765106928,0.316105,0.006518,-0.000039,0.147100,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,8.409962
16.285246,1765106957.528597,1765106928,0.316105,0.006828,-0.000000,0.151613,0.000000,50.000000,0.000000,55.442904,0.500000,1,10,10,8.830254
16.287247,1765106957.530598,1765106928,0.316105,0.007146,0.000000,0.156610,0.000000,50.000000,0.000000,56.131636,0.500000,1,10,10,9.269791
16.289247,1765106957.532598,1765106928,0.316105,0.007646,0.000000,0.163772,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,9.726610
16.291247,1765106957.534599,1765106928,0.316105,0.007816,0.000000,0.166345,0.000000,50.000000,0.000000,55.442904,0.500000,1,10,10,10.187742
16.293255,1765106957.536613,1765106928,0.316105,0.008164,0.000000,0.171737,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,10.666781
16.295256,1765106957.538613,1765106928,0.316105,0.008520,0.000000,0.175571,0.000000,50.000000,0.000000,55.442904,0.500000,1,10,10,11.153488
16.297256,1765106957.540613,1765106928,0.316105,0.008884,-0.000446,0.179209,0.000000,50.000000,0.000000,55.442904,0.500000,1,10,10,11.650284
16.299257,1765106957.542614,1765106928,0.316101,0.009463,-0.000943,0.189649,0.000000,50.000000,0.000000,55.442904,0.500000,1,10,10,12.176025
16.301258,1765106957.544616,1765106928,0.316101,0.009659,-0.000946,0.193322,0.000000,50.000000,0.000000,56.476002,0.500000,1,10,10,12.721935
16.303258,1765106957.546616,1765106928,0.316101,0.010049,-0.000039,0.195856,0.000000,50.000000,0.000000,55.787270,0.500000,1,10,10,13.268248
16.305266,1765106957.548632,1765106928,0.316101,0.010451,-0.000682,0.197342,0.000000,50.000000,0.000000,55.098538,0.500000,1,10,10,13.811913
16.307287,1765106957.550653,1765106928,0.316097,0.011075,-0.000945,0.205489,0.000000,50.000000,0.000000,54.754173,0.500000,1,10,10,14.374490
16.309269,1765106957.552634,1765106928,0.316097,0.011291,-0.000946,0.209265,0.000000,50.000000,0.000000,55.098538,0.500000,1,10,10,14.951005
16.311269,1765106957.554636,1765106928,0.316097,0.011726,-0.000021,0.215388,0.000000,50.000000,0.000000,55.098538,0.500000,1,10,10,15.544383
16.313270,1765106957.556635,1765106928,0.316097,0.012161,0.000000,0.217551,0.000000,50.000000,0.000000,54.754173,0.500000,1,10,10,16.139975
16.315270,1765106957.558635,1765106928,0.316097,0.012604,-0.000682,0.219252,0.000000,50.000000,0.000000,54.754173,0.500000,1,10,10,16.740226
16.317271,1765106957.560636,1765106928,0.316093,0.013066,-0.000945,0.224809,0.000000,50.000000,0.000000,54.065441,0.500000,1,10,10,17.347951
16.319272,1765106957.562637,1765106928,0.316093,0.013797,-0.000265,0.239936,0.000000,50.000000,0.000000,54.409807,0.500000,1,10,10,18.000694
16.321271,1765106957.564636,1765106928,0.316093,0.014046,-0.000021,0.244298,0.000000,50.000000,0.000000,54.065441,0.500000,1,10,10,18.661099
16.323273,1765106957.566638,1765106928,0.316093,0.014538,0.000000,0.247061,0.000000,50.000000,0.000000,54.409807,0.500000,1,10,10,19.333227
16.325273,1765106957.568640,1765106928,0.316093,0.015015,0.000000,0.242879,0.000000,50.000000,0.000000,54.065441,0.500000,1,10,10,19.989795
16.327274,1765106957.570639,1765106928,0.316093,0.015507,0.000000,0.241927,0.000000,50.000000,0.000000,54.409807,0.500000,1,10,10,20.647956
16.329274,1765106957.572640,1765106928,0.316093,0.016295,0.000000,0.257743,0.000000,50.000000,0.000000,54.754173,0.500000,1,10,10,21.353582
16.331275,1765106957.574640,1765106928,0.316093,0.016560,-0.000682,0.262390,0.000000,50.000000,0.000000,54.754173,0.500000,1,10,10,22.071933
16.333293,1765106957.576660,1765106928,0.316090,0.017074,-0.000945,0.261468,0.000000,50.000000,0.000000,54.065441,0.500000,1,10,10,22.778757
16.335277,1765106957.578642,1765106928,0.316090,0.017589,-0.000265,0.257504,0.000000,50.000000,0.000000,54.065441,0.500000,1,10,10,23.474860
16.337277,1765106957.580642,1765106928,0.316090,0.018119,0.000000,0.260291,0.000000,50.000000,0.000000,54.754173,0.500000,1,10,10,24.187461
16.339278,1765106957.582642,1765106928,0.316086,0.018925,-0.000935,0.268521,0.000000,50.000000,0.000000,53.721075,0.500000,1,10,10,24.908727
