time,sys_time,session_id,pos_x,pos_y,vel_x,vel_y,fcmd_x,fcmd_y,fs_x,fs_y
0.041257,1763296355.908068,1763296348,0.000496,0.000204,0.003029,-0.000872,0.000000,0.000000,0.000000,0.000000
0.061279,1763296355.928090,1763296348,0.000492,0.000208,0.002371,0.000006,0.000000,0.000000,0.000000,0.000000
0.081241,1763296355.948021,1763296348,0.000492,0.000212,-0.000945,0.000000,0.000000,0.000000,0.000000,0.000000
0.101266,1763296355.968059,1763296348,0.000488,0.000212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.121237,1763296355.988017,1763296348,0.000492,0.000212,0.000643,0.000039,0.000000,0.000000,0.000000,0.000000
0.141242,1763296356.008025,1763296348,0.000492,0.000212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.161250,1763296356.028037,1763296348,0.000492,0.000216,0.000000,0.000946,0.000000,0.000000,0.000000,0.000000
0.181344,1763296356.048167,1763296348,0.000488,0.000216,-0.000907,0.000000,0.000000,0.000000,0.000000,0.000000
0.201353,1763296356.068176,1763296348,0.000492,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.221371,1763296356.088204,1763296348,0.000492,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.241399,1763296356.108241,1763296348,0.000488,0.000216,-0.000265,0.000000,0.000000,0.000000,0.000000,-0.344366
0.261350,1763296356.128156,1763296348,0.000488,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.281296,1763296356.148072,1763296348,0.000492,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.301283,1763296356.168053,1763296348,0.000492,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.321285,1763296356.188055,1763296348,0.000488,0.000216,-0.000944,0.000000,0.000000,0.000000,0.000000,0.000000
0.341287,1763296356.208057,1763296348,0.000492,0.000216,-0.000039,0.000000,0.000000,0.000000,0.000000,0.000000
0.361287,1763296356.228057,1763296348,0.000492,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.381294,1763296356.248065,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.401306,1763296356.268082,1763296348,0.000492,0.000220,0.000000,0.000935,0.000000,0.000000,0.000000,0.000000
0.421313,1763296356.288091,1763296348,0.000492,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.441302,1763296356.308077,1763296348,0.000492,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.461308,1763296356.328085,1763296348,0.000492,0.000220,0.000000,0.000021,0.000000,0.000000,0.000000,0.000000
0.481322,1763296356.348109,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.501353,1763296356.368161,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.521432,1763296356.388270,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.541465,1763296356.408310,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.561424,1763296356.428246,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.581397,1763296356.448195,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.601396,1763296356.468193,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.621362,1763296356.488142,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.641375,1763296356.508156,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.661424,1763296356.528230,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.681452,1763296356.548269,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.701474,1763296356.568297,1763296348,0.000492,0.000220,0.000000,-0.000138,0.000000,0.000000,-0.688732,0.000000
0.721401,1763296356.588182,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.741387,1763296356.608164,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.761394,1763296356.628174,1763296348,0.000492,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.781406,1763296356.648195,1763296348,0.000492,0.000223,0.000000,0.000946,0.000000,0.000000,0.000000,0.000000
0.801478,1763296356.668297,1763296348,0.000492,0.000223,0.000000,0.000861,0.000000,0.000000,0.000000,0.344366
