time,sys_time,session_id,pos_x,pos_y,vel_x,vel_y,fcmd_x,fcmd_y,fs_x,fs_y
0.041901,1765097106.627543,1765097098,0.000511,0.000178,0.005236,-0.000946,0.000000,0.000000,0.000000,0.000000
0.061901,1765097106.647542,1765097098,0.000522,0.000189,0.002012,0.000880,0.000000,0.000000,0.000000,0.000000
0.081921,1765097106.667572,1765097098,0.000519,0.000208,-0.000944,0.000021,0.000000,0.000000,0.000000,0.000000
0.101932,1765097106.687587,1765097098,0.000515,0.000212,-0.000074,0.000000,0.000000,0.000000,0.000000,0.000000
0.121929,1765097106.707582,1765097098,0.000519,0.000212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.141949,1765097106.727609,1765097098,0.000519,0.000212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.161957,1765097106.747619,1765097098,0.000519,0.000216,0.000000,0.000039,0.000000,0.000000,0.000000,0.000000
0.181964,1765097106.767627,1765097098,0.000519,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.201972,1765097106.787638,1765097098,0.000519,0.000216,0.000000,0.000020,0.000000,0.000000,0.000000,-0.344366
0.222025,1765097106.807744,1765097098,0.000519,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.242052,1765097106.827780,1765097098,0.000519,0.000216,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.262001,1765097106.847682,1765097098,0.000519,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.282053,1765097106.867766,1765097098,0.000522,0.000220,0.000806,0.000000,0.000000,0.000000,-0.344366,0.344366
0.302034,1765097106.887752,1765097098,0.000519,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.322069,1765097106.907783,1765097098,0.000519,0.000220,0.000000,0.000000,0.000000,0.000000,-0.688732,-0.344366
0.342119,1765097106.927820,1765097098,0.000519,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.362041,1765097106.947716,1765097098,0.000519,0.000220,0.000542,0.000000,0.000000,0.000000,0.000000,0.344366
0.382080,1765097106.967775,1765097098,0.000519,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.402174,1765097106.987888,1765097098,0.000519,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.422111,1765097107.007780,1765097098,0.000522,0.000220,-0.000542,0.000000,0.000000,0.000000,0.000000,-0.344366
0.442148,1765097107.027831,1765097098,0.000519,0.000220,-0.000039,0.000000,0.000000,0.000000,0.000000,-0.344366
0.462121,1765097107.047784,1765097098,0.000519,0.000223,0.000000,0.000945,0.000000,0.000000,0.000000,0.344366
0.482215,1765097107.067922,1765097098,0.000522,0.000223,0.000946,0.000000,0.000000,0.000000,0.000000,-0.344366
0.502155,1765097107.087829,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.522227,1765097107.107921,1765097098,0.000522,0.000223,0.000944,0.000000,0.000000,0.000000,0.000000,-0.344366
0.542222,1765097107.127910,1765097098,0.000519,0.000220,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.562158,1765097107.147804,1765097098,0.000522,0.000223,0.000946,0.000000,0.000000,0.000000,0.000000,0.000000
0.582193,1765097107.167856,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.602211,1765097107.187883,1765097098,0.000522,0.000223,-0.000682,0.000000,0.000000,0.000000,0.000000,0.000000
0.622257,1765097107.207949,1765097098,0.000519,0.000223,0.000446,0.000000,0.000000,0.000000,0.000000,0.000000
0.642266,1765097107.227957,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.662203,1765097107.247869,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.682296,1765097107.267995,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.702307,1765097107.288012,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.722273,1765097107.307950,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.742264,1765097107.327936,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.762278,1765097107.347953,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.782278,1765097107.367950,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.802290,1765097107.387966,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.822280,1765097107.407946,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.842301,1765097107.427977,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.862342,1765097107.448077,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.882330,1765097107.468014,1765097098,0.000522,0.000227,0.000000,0.000039,0.000000,0.000000,0.000000,-0.344366
0.902340,1765097107.488025,1765097098,0.000522,0.000227,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
0.922339,1765097107.508020,1765097098,0.000522,0.000223,0.000000,-0.000945,0.000000,0.000000,0.000000,0.000000
0.942376,1765097107.528068,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.962339,1765097107.548009,1765097098,0.000522,0.000223,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.982372,1765097107.568056,1765097098,0.000522,0.000227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.002361,1765097107.588031,1765097098,0.000522,0.000227,0.000000,0.000000,0.000000,0.000000,-0.688732,0.000000
1.022400,1765097107.608091,1765097098,0.000522,0.000227,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
1.042390,1765097107.628068,1765097098,0.000522,0.000227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.062370,1765097107.648021,1765097098,0.000522,0.000227,0.000000,0.000942,0.000000,0.000000,0.000000,0.344366
1.082378,1765097107.668035,1765097098,0.000522,0.000227,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344366
1.102403,1765097107.688072,1765097098,0.000522,0.000227,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
