time,sys_time,session_id,mode,trial,preload,threshold,window_s,fx_min_window
16.491949,1763296383.884251,1763296348,1,0,0,3.000000,0.200000,1.721829
25.000635,1763296392.393512,1763296348,1,1,0,3.000000,0.200000,0.344366
33.480482,1763296400.872426,1763296348,1,2,0,3.000000,0.200000,-0.344366
41.956993,1763296409.348894,1763296348,1,3,0,3.000000,0.200000,0.000000
50.452071,1763296417.844181,1763296348,1,4,0,3.000000,0.200000,-4.132390
6.356419,1763296442.055331,1763296348,1,0,0,3.000000,0.200000,1.377463
14.821250,1763296450.520204,1763296348,1,1,0,3.000000,0.200000,1.721829
23.287262,1763296458.986407,1763296348,1,2,0,3.000000,0.200000,-4.132390
31.734600,1763296467.433730,1763296348,1,3,0,3.000000,0.200000,-2.410561
40.187469,1763296475.886487,1763296348,1,4,0,3.000000,0.200000,-0.688732
48.673646,1763296484.372695,1763296348,1,5,0,3.000000,0.200000,-1.033098
57.135407,1763296492.834854,1763296348,1,6,0,3.000000,0.200000,0.000000
65.586237,1763296501.311594,1763296348,1,7,0,3.000000,0.200000,-2.754927
74.116096,1763296509.814336,1763296348,1,8,0,3.000000,0.200000,-2.410561
82.604976,1763296518.304188,1763296348,1,9,0,3.000000,0.200000,-2.410561
91.059483,1763296526.758480,1763296348,1,10,0,3.000000,0.200000,-1.721829
99.537951,1763296535.237098,1763296348,1,11,0,3.000000,0.200000,-1.721829
108.018473,1763296543.717471,1763296348,1,12,0,3.000000,0.200000,-1.721829
116.505074,1763296552.204900,1763296348,1,13,0,3.000000,0.200000,-1.033098
23.083905,1763296588.640302,1763296348,1,0,0,3.000000,0.200000,-2.066195
31.536885,1763296597.093376,1763296348,1,1,0,3.000000,0.200000,0.344366
13.240223,1763296729.186747,1763296348,1,0,0,3.000000,0.200000,1.033098
21.716458,1763296737.663754,1763296348,1,1,0,3.000000,0.200000,2.754927
