time,sys_time,session_id,pos_x,pos_y,vel_x,vel_y,fcmd_x,fcmd_y,fs_x,fs_y
0.040949,1763294724.218414,1763294717,0.000492,0.000000,0.004263,0.000000,0.000000,0.000000,0.000000,0.344366
0.060914,1763294724.238356,1763294717,0.000496,0.000000,0.002317,0.000000,0.000000,0.000000,0.000000,0.344366
0.080922,1763294724.258366,1763294717,0.000496,0.000000,-0.000805,0.000000,0.000000,0.000000,0.000000,0.344366
0.100951,1763294724.278405,1763294717,0.000492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.120931,1763294724.298378,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.140930,1763294724.318372,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.160945,1763294724.338398,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.180952,1763294724.358407,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.200962,1763294724.378421,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.220975,1763294724.398449,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,-1.033098,0.344366
0.240972,1763294724.418428,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.261038,1763294724.438507,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.280957,1763294724.458391,1763294717,0.000500,0.000000,0.000915,0.000000,0.000000,0.000000,0.000000,0.344366
0.300959,1763294724.478393,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.320966,1763294724.498402,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.340964,1763294724.518398,1763294717,0.000496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.360998,1763294724.538458,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.381023,1763294724.558481,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.401030,1763294724.578490,1763294717,0.000500,0.000000,0.000943,0.000000,0.000000,0.000000,0.000000,0.344366
0.421092,1763294724.598582,1763294717,0.000500,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.344366
0.441095,1763294724.618577,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.461100,1763294724.638582,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.481081,1763294724.658570,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.501083,1763294724.678562,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.521071,1763294724.698534,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
0.541131,1763294724.718613,1763294717,0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344366
